granary_id,longitude,latitude,address_cn,heap_id,detection_time,temperature_grain,grid_x,grid_y,grid_z,avg_grain_temp,max_temp,min_temp,temperature_inside,humidity_warehouse,temperature_outside,humidity_outside,warehouse_type
中正粮食储备库,113.860097,22.55742,广东省深圳市宝安区西乡街道蚝业社区大铲湾港区辅八路与辅五路交汇粮食交易中心,101,2025-01-28 01:00:21,16.0,1,1,1,17.65,18.5,16.0,16.81,42.69,13.75,42.25,平房仓
中正粮食储备库,113.860097,22.55742,广东省深圳市宝安区西乡街道蚝业社区大铲湾港区辅八路与辅五路交汇粮食交易中心,101,2025-01-28 01:00:21,16.5,1,1,2,17.65,18.5,16.0,16.81,42.69,13.75,42.25,平房仓
中正粮食储备库,113.860097,22.55742,广东省深圳市宝安区西乡街道蚝业社区大铲湾港区辅八路与辅五路交汇粮食交易中心,101,2025-01-28 01:00:21,17.5,1,1,3,17.65,18.5,16.0,16.81,42.69,13.75,42.25,平房仓
中正粮食储备库,113.860097,22.55742,广东省深圳市宝安区西乡街道蚝业社区大铲湾港区辅八路与辅五路交汇粮食交易中心,101,2025-01-28 01:00:21,18.0,1,1,4,17.65,18.5,16.0,16.81,42.69,13.75,42.25,平房仓
中正粮食储备库,113.860097,22.55742,广东省深圳市宝安区西乡街道蚝业社区大铲湾港区辅八路与辅五路交汇粮食交易中心,101,2025-01-28 01:00:21,17.5,1,1,5,17.65,18.5,16.0,16.81,42.69,13.75,42.25,平房仓
中正粮食储备库,113.860097,22.55742,广东省深圳市宝安区西乡街道蚝业社区大铲湾港区辅八路与辅五路交汇粮食交易中心,101,2025-01-28 01:00:21,17.5,1,1,6,17.65,18.5,16.0,16.81,42.69,13.75,42.25,平房仓
中正粮食储备库,113.860097,22.55742,广东省深圳市宝安区西乡街道蚝业社区大铲湾港区辅八路与辅五路交汇粮食交易中心,101,2025-01-28 01:00:21,16.0,2,1,1,17.65,18.5,16.0,16.81,42.69,13.75,42.25,平房仓
中正粮食储备库,113.860097,22.55742,广东省深圳市宝安区西乡街道蚝业社区大铲湾港区辅八路与辅五路交汇粮食交易中心,101,2025-01-28 01:00:21,17.5,2,1,2,17.65,18.5,16.0,16.81,42.69,13.75,42.25,平房仓
中正粮食储备库,113.860097,22.55742,广东省深圳市宝安区西乡街道蚝业社区大铲湾港区辅八路与辅五路交汇粮食交易中心,101,2025-01-28 01:00:21,18.5,2,1,3,17.65,18.5,16.0,16.81,42.69,13.75,42.25,平房仓
中正粮食储备库,113.860097,22.55742,广东省深圳市宝安区西乡街道蚝业社区大铲湾港区辅八路与辅五路交汇粮食交易中心,101,2025-01-28 01:00:21,18.5,2,1,4,17.65,18.5,16.0,16.81,42.69,13.75,42.25,平房仓
中正粮食储备库,113.860097,22.55742,广东省深圳市宝安区西乡街道蚝业社区大铲湾港区辅八路与辅五路交汇粮食交易中心,101,2025-01-28 01:00:21,18.5,2,1,5,17.65,18.5,16.0,16.81,42.69,13.75,42.25,平房仓
中正粮食储备库,113.860097,22.55742,广东省深圳市宝安区西乡街道蚝业社区大铲湾港区辅八路与辅五路交汇粮食交易中心,101,2025-01-28 01:00:21,17.5,2,1,6,17.65,18.5,16.0,16.81,42.69,13.75,42.25,平房仓
中正粮食储备库,113.860097,22.55742,广东省深圳市宝安区西乡街道蚝业社区大铲湾港区辅八路与辅五路交汇粮食交易中心,101,2025-01-28 01:00:21,17.5,3,1,1,17.65,18.5,16.0,16.81,42.69,13.75,42.25,平房仓
中正粮食储备库,113.860097,22.55742,广东省深圳市宝安区西乡街道蚝业社区大铲湾港区辅八路与辅五路交汇粮食交易中心,101,2025-01-28 01:00:21,18.25,3,1,2,17.65,18.5,16.0,16.81,42.69,13.75,42.25,平房仓
中正粮食储备库,113.860097,22.55742,广东省深圳市宝安区西乡街道蚝业社区大铲湾港区辅八路与辅五路交汇粮食交易中心,101,2025-01-28 01:00:21,18.25,3,1,3,17.65,18.5,16.0,16.81,42.69,13.75,42.25,平房仓
中正粮食储备库,113.860097,22.55742,广东省深圳市宝安区西乡街道蚝业社区大铲湾港区辅八路与辅五路交汇粮食交易中心,101,2025-01-28 01:00:21,18.0,3,1,4,17.65,18.5,16.0,16.81,42.69,13.75,42.25,平房仓
中正粮食储备库,113.860097,22.55742,广东省深圳市宝安区西乡街道蚝业社区大铲湾港区辅八路与辅五路交汇粮食交易中心,101,2025-01-28 01:00:21,18.0,3,1,5,17.65,18.5,16.0,16.81,42.69,13.75,42.25,平房仓
中正粮食储备库,113.860097,22.55742,广东省深圳市宝安区西乡街道蚝业社区大铲湾港区辅八路与辅五路交汇粮食交易中心,101,2025-01-28 01:00:21,18.25,3,1,6,17.65,18.5,16.0,16.81,42.69,13.75,42.25,平房仓
